Pseudo-barcode,Rep1_iPSCNeuron_ZC130_R,Rep2_iPSCNeuron_ZC131_R,Rep3_iPSCNeuron_ZC132_R,Rep4_iPSCNeuron_ZC133_R,enhancer_id
ARP.Control.Nguyen_neg_T03000002350_Group_1,0,0,0,965,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_10,32522,20123,9841,21505,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_2,3528,1902,1,1066,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_3,1618,1815,5524,1613,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_4,9155,3460,0,936,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_5,5,3753,4785,5770,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_6,9551,1994,5010,11,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_7,10713,3784,3971,2653,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_8,12028,13422,7369,1719,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_9,13941,21399,1018,2258,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000006478_Group_1,6229,10210,13118,4792,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_10,27737,57670,34048,29485,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_2,7409,5578,7214,9726,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_3,17973,11583,2181,6782,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_4,24991,9504,13573,926,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_5,11175,15135,11056,19088,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_6,24917,21594,6812,7482,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_7,25889,9107,14376,14041,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_8,15001,21754,18490,13261,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_9,37651,24889,5651,11005,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000008079_Group_1,0,0,0,7,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_10,2110,44198,1563,2780,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_2,0,90,0,1074,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_3,1766,2,1341,1569,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_4,3753,9,1949,3,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_5,3,2,2591,4119,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_6,7406,3,3,2168,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_7,5600,4,1970,3806,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_8,3850,3529,1039,5393,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_9,1855,10768,6240,1894,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000009050_Group_1,628,7913,3020,11076,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_10,33766,27999,100988,8946,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_2,5797,3386,2859,10887,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_3,6624,5153,10821,5712,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_4,18125,7849,939,8774,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_5,10392,16232,8538,6741,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_6,29518,8026,1642,6616,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_7,26272,9869,6686,6001,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_8,12064,28855,3135,7609,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_9,30370,16510,7637,2710,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009840_Group_1,0,0,0,0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_10,10247,7,2197,1079,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_2,0,0,0,0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_3,0,0,0,0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_4,0,0,0,0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_5,0,0,0,0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_6,0,0,0,0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_7,0,0,0,2,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_8,2,0,933,902,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_9,1892,3,1015,2967,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009843_Group_1,0,0,1,4,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_10,44460,45211,4553,3843,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_2,1534,1,0,1374,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_3,7,3625,1695,3,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_4,1141,3776,1467,3053,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_5,3857,4684,2307,2004,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_6,4924,7856,0,2276,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_7,4749,9955,2859,1856,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_8,6584,5423,3738,14526,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_9,1779,36321,1173,2707,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000010893_Group_1,5,3,2031,1,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_10,14061,61468,79501,24060,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_2,1763,3178,2077,5,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_3,11518,2039,0,2933,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_4,7238,10224,10182,761,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_5,12936,20784,2954,1720,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_6,9275,18473,6024,8601,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_7,29186,13173,8458,6164,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_8,25497,22083,6698,11033,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_9,39267,17865,8089,6520,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.hg38_chr1:168848149-168848269_Group_1,1577,3790,3330,3840,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_10,35406,110535,2566,5754,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_2,3906,9,4772,12203,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_3,5337,1772,7600,9657,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_4,12879,3736,4313,7811,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_5,15415,5354,5929,5872,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_6,12549,14603,5816,4615,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_7,19251,4069,12226,11110,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_8,24955,6917,18970,3492,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_9,21428,14919,5036,17589,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.mm10_chr5:52618636-52618756_Group_1,0,0,0,4,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_10,45806,3203,8318,8630,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_2,0,0,2,8,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_3,1739,5,1167,6,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_4,5,4353,1254,1940,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_5,7505,11,2939,2008,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_6,7790,3860,2204,4436,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_7,8903,7451,4791,6,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_8,7181,11756,1032,10902,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_9,19561,3690,8624,3925,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_1,3056,5664,905,2507,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_10,68521,55505,9058,11043,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_2,3430,7736,513,3386,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_3,4333,8816,3,6138,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_4,9925,7442,1860,5747,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_5,13710,7671,4199,4696,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_6,7308,15980,1908,7239,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_7,11117,7329,7697,10183,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_8,20485,7060,9480,10602,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_9,6427,37180,15260,13740,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.rheMac8_chr2:197426041-197426161_Group_1,1,0,0,25,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_10,21804,22757,32561,8128,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_2,9,11,6431,5,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_3,7,7214,2760,733,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_4,1854,3276,4901,4544,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_5,6008,1665,9848,4,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_6,10636,12768,1797,2,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_7,6924,12799,7216,3306,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_8,12016,17422,4432,3799,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_9,16315,12456,6664,8719,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rs115898899_Group_1,3352,5596,824,17,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_10,38750,29228,35623,6217,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_2,1650,6708,1817,6721,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_3,4881,4195,7292,5441,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_4,12726,5220,4656,5996,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_5,9808,9291,12302,7219,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_6,13502,15853,3829,10898,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_7,9508,23731,4037,11642,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_8,27769,19103,12501,13,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_9,33400,9678,5918,20536,ARP.Control.rs115898899
ARP.Control.taeGut2_chr13:8529831-8529951_Group_1,0,0,0,0,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_10,6293,3561,984,1897,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_2,0,0,0,0,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_3,0,0,0,0,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_4,0,0,0,0,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_5,0,0,0,2,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_6,1,1,990,2,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_7,1696,1,1049,1127,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_8,3468,2,0,1782,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_9,3481,1881,0,4698,ARP.Control.taeGut2_chr13:8529831-8529951
