Pseudo-barcode,Rep1_iPSCNeuron_ZC130_R,Rep2_iPSCNeuron_ZC131_R,Rep3_iPSCNeuron_ZC132_R,Rep4_iPSCNeuron_ZC133_R,enhancer_id
ARP.Control.Nguyen_neg_T03000001872_Group_8,10038,10912,12246,10778,ARP.Control.Nguyen_neg_T03000001872
ARP.Control.Nguyen_neg_T03000001872_Group_9,13077,13738,15125,13398,ARP.Control.Nguyen_neg_T03000001872
ARP.Control.Nguyen_neg_T03000002350_Group_1,12979,13773,17643,13990,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_10,22926,25475,28611,25152,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_2,9863,10356,11820,10350,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_3,10380,11064,12918,11279,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_4,9748,10052,11537,10138,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_5,12129,13169,15229,13551,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_6,9024,9670,11148,9711,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_7,10399,11435,12905,11354,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_8,12591,13078,14639,12976,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_9,15119,15141,17035,15263,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000006478_Group_1,18026,20562,19637,18157,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_10,21218,22623,22603,20605,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_2,23080,17002,17487,15905,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_3,16598,18732,18476,16894,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_4,19437,20867,20536,18634,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_5,19787,22074,22032,19956,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_6,21404,22729,23381,21292,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_7,18127,19509,19552,17748,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_8,20150,21021,21940,19827,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_9,19802,21199,21370,19400,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000008079_Group_1,4279,4362,5499,4917,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_10,4732,5146,6091,5223,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_2,7038,7008,9538,7854,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_3,3522,3757,4795,3885,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_4,8935,9062,11455,10339,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_5,6060,6193,7523,6785,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_6,7015,7827,9440,8148,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_7,5520,5672,6799,6054,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_8,4294,4273,5212,4653,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_9,7680,7306,9612,8663,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000009050_Group_1,23765,26702,26563,23578,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_10,24002,26176,26639,24062,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_2,15649,17979,18082,15229,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_3,16872,17957,18577,16255,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_4,17616,19681,20562,17439,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_5,19796,21309,21633,19031,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_6,16930,18726,18971,16699,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_7,17465,19867,22187,17476,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_8,16385,18348,18439,16523,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_9,16368,17629,18016,16011,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009840_Group_1,1293,1508,1620,1405,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_10,2920,3466,3703,3229,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_2,839,938,965,897,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_3,1767,1885,2037,1726,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_4,630,697,699,721,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_5,282,323,306,246,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_6,452,455,493,453,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_7,1187,1269,1415,1297,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_8,1889,2170,2422,2106,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_9,985,1224,1191,997,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009843_Group_1,6270,6922,6486,5843,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_10,8115,9663,8540,7939,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_2,2508,2823,2639,2468,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_3,4480,5818,4557,4262,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_4,5214,5372,5081,4584,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_5,6270,7284,6159,5796,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_6,5786,6122,6031,5725,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_7,5727,6486,6144,5677,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_8,4546,5400,4950,4417,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_9,6940,7590,7180,6459,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000010893_Group_1,9224,9392,10604,9404,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_10,19831,21674,22837,20057,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_2,7823,8738,8841,8053,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_3,10651,11815,12110,10904,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_4,10828,11691,13109,11272,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_5,13048,13911,14474,12781,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_6,10088,11056,11004,10293,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_7,16198,17483,18751,15887,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_8,13051,14017,15004,13203,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_9,12673,14452,15096,13872,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.hg38_chr1:168848149-168848269_Group_1,9169,10727,8805,7974,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_10,12879,15269,12756,11975,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_2,8736,10461,8924,8198,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_3,7072,8167,7059,7016,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_4,7732,9070,7509,7205,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_5,7995,8869,7649,7084,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_6,9067,10689,8963,8340,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_7,7991,9324,8077,7281,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_8,9409,11108,9144,8770,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_9,7493,9954,7630,6828,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.mm10_chr5:52618636-52618756_Group_1,10598,11527,12369,10746,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_10,10486,18767,12933,11234,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_2,7114,7739,8456,7138,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_3,7076,8168,8657,7840,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_4,6032,6992,7603,6987,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_5,7528,8005,8831,7908,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_6,8182,9324,10019,8968,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_7,8265,9927,10079,8884,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_8,8305,9367,10222,8919,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_9,8249,8826,10056,8787,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_1,22446,25266,27649,24746,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_10,22754,24410,27061,24257,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_2,16178,17189,18698,17055,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_3,13724,15768,17033,15782,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_4,14868,15852,16982,15307,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_5,17957,19739,21110,19484,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_6,16058,16719,19306,17136,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_7,17149,18260,20416,18429,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_8,14584,15601,17662,15958,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_9,15608,16648,18052,16270,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.rheMac8_chr2:197426041-197426161_Group_1,5468,35641,4979,4775,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_10,6896,8597,6942,6368,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_2,4428,5298,4134,3821,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_3,4028,4828,3783,3643,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_4,5074,6585,5008,4716,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_5,3185,4038,3210,2858,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_6,5000,6123,5151,4563,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_7,3979,5099,4009,3753,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_8,6720,7937,6512,6002,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_9,4215,5036,3930,3929,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rs115898899_Group_1,13806,15529,15757,14057,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_10,17168,20128,19256,17667,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_2,18150,16133,16488,14662,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_3,15025,16819,16590,14695,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_4,15171,16386,15781,14711,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_5,12929,14637,14908,12823,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_6,11871,13597,12763,11480,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_7,17170,19177,18177,16412,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_8,17732,19785,19289,17864,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_9,16714,18887,17963,16722,ARP.Control.rs115898899
ARP.Control.taeGut2_chr13:8529831-8529951_Group_1,807,952,753,754,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_10,892,994,919,748,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_2,494,570,625,548,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_3,444,561,478,492,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_4,541,723,630,624,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_5,745,837,776,682,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_6,610,602,556,580,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_7,825,877,816,723,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_8,608,628,641,538,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_9,940,1250,940,862,ARP.Control.taeGut2_chr13:8529831-8529951
