ID,enhancer_id,Group,Pseudo-barcode
ARP.Control.CS6000151238_taeGut2_chr19#free16-1.1053772,ARP.Control.CS6000151238_taeGut2_chr19,1,ARP.Control.CS6000151238_taeGut2_chr19_Group_1
ARP.Control.CS6000151238_taeGut2_chr19#free16-1.1031661,ARP.Control.CS6000151238_taeGut2_chr19,1,ARP.Control.CS6000151238_taeGut2_chr19_Group_1
ARP.Control.CS6000151238_taeGut2_chr19#free16-1.1194779,ARP.Control.CS6000151238_taeGut2_chr19,1,ARP.Control.CS6000151238_taeGut2_chr19_Group_1
ARP.Control.CS6000151238_taeGut2_chr19#free16-1.95314,ARP.Control.CS6000151238_taeGut2_chr19,1,ARP.Control.CS6000151238_taeGut2_chr19_Group_1
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1258542,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,10,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_10
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.444647,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,10,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_10
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1491130,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,10,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_10
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1523954,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,10,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_10
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1215296,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,9,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_9
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1021811,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,9,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_9
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1341041,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,9,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_9
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1107290,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,8,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_8
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.746925,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,8,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_8
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.184809,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,8,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_8
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.779442,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,7,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_7
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1482056,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,7,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_7
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.541733,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,7,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_7
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1068575,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,6,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_6
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.161172,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,6,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_6
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.292078,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,6,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_6
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1466106,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,5,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_5
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.195268,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,5,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_5
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.474994,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,5,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_5
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.160916,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,4,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_4
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1284553,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,4,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_4
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1223092,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,4,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_4
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1406638,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,3,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_3
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1441652,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,3,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_3
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.419934,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,2,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_2
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1550216,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,3,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_3
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1571312,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,1,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_1
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1434323,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,1,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_1
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1030972,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,2,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_2
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1387867,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,2,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_2
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.339455,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,1,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_1
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886#free16-1.1337675,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886,1,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_1
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.8518,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,10,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_10
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.1220350,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,10,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_10
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.68579,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,10,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_10
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.555439,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,10,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_10
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.725116,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,9,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_9
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.843597,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,9,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_9
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.1219134,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,9,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_9
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.1508562,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,8,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_8
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.539210,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,8,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_8
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.857031,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,8,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_8
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.1032003,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,7,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_7
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.315959,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,7,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_7
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.461700,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,7,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_7
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.1054380,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,6,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_6
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.1136527,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,6,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_6
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.1340885,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,6,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_6
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.791543,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,5,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_5
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.979612,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,5,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_5
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.1248052,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,5,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_5
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.701137,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,4,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_4
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.1575928,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,4,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_4
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.486850,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,4,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_4
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.1169861,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,3,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_3
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.629032,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,3,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_3
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.841516,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,3,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_3
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.785847,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,2,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_2
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.1042051,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,2,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_2
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.303660,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,2,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_2
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.1621785,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,1,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_1
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.833772,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,1,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_1
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.142517,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,1,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_1
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725#free16-1.76910,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725,1,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_1
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.903948,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,10,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_10
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.436123,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,10,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_10
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.870959,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,10,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_10
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.246326,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,10,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_10
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.353832,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,9,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_9
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.1428739,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,9,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_9
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.572523,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,9,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_9
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.574624,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,8,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_8
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.1037480,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,8,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_8
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.1558514,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,8,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_8
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.1556563,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,7,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_7
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.373380,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,7,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_7
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.117323,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,7,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_7
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.347891,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,6,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_6
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.76299,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,6,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_6
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.1155425,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,6,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_6
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.1323111,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,5,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_5
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.849165,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,5,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_5
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.502524,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,5,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_5
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.167328,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,4,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_4
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.257617,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,4,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_4
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.103670,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,4,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_4
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.1265599,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,3,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_3
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.1074314,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,3,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_3
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.546616,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,3,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_3
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.454976,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,2,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_2
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.1597640,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,2,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_2
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.218942,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,2,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_2
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.926434,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,1,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_1
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.1566479,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,1,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_1
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.1265250,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,1,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_1
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085#free16-1.234262,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085,1,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_1
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.563495,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,10,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_10
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.88250,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,10,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_10
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.1476689,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,10,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_10
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.1587906,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,10,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_10
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.1048432,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,9,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_9
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.1449676,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,9,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_9
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.765655,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,9,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_9
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.455790,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,8,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_8
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.1088323,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,8,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_8
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.607648,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,8,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_8
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.996375,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,7,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_7
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.843890,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,7,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_7
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.318474,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,7,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_7
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.1385431,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,6,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_6
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.1207659,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,6,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_6
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.285351,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,6,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_6
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.1224444,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,5,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_5
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.1344254,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,5,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_5
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.568619,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,5,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_5
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.927329,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,4,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_4
