Pseudo-barcode,Rep1_iPSCNeuron_ZC130_R,Rep2_iPSCNeuron_ZC131_R,Rep3_iPSCNeuron_ZC132_R,Rep4_iPSCNeuron_ZC133_R,enhancer_id
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_8,20070.0,21235.0,24392.0,22084.0,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_9,23326.0,24754.0,27493.0,25042.0,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915
ARP.Control.Nguyen_neg_T03000001061_Group_1,16788.0,17850.0,22828.0,19677.0,ARP.Control.Nguyen_neg_T03000001061
ARP.Control.Nguyen_neg_T03000001061_Group_10,20502.0,22617.0,27953.0,24491.0,ARP.Control.Nguyen_neg_T03000001061
ARP.Control.Nguyen_neg_T03000001061_Group_2,14887.0,15799.0,20179.0,17754.0,ARP.Control.Nguyen_neg_T03000001061
ARP.Control.Nguyen_neg_T03000001061_Group_3,11734.0,12537.0,16530.0,13495.0,ARP.Control.Nguyen_neg_T03000001061
ARP.Control.Nguyen_neg_T03000001061_Group_4,13043.0,14127.0,18106.0,15431.0,ARP.Control.Nguyen_neg_T03000001061
ARP.Control.Nguyen_neg_T03000001061_Group_5,18388.0,19930.0,24672.0,22363.0,ARP.Control.Nguyen_neg_T03000001061
ARP.Control.Nguyen_neg_T03000001061_Group_6,15663.0,17754.0,21208.0,18143.0,ARP.Control.Nguyen_neg_T03000001061
ARP.Control.Nguyen_neg_T03000001061_Group_7,19746.0,21175.0,27326.0,23530.0,ARP.Control.Nguyen_neg_T03000001061
ARP.Control.Nguyen_neg_T03000001061_Group_8,15213.0,15852.0,20415.0,17370.0,ARP.Control.Nguyen_neg_T03000001061
ARP.Control.Nguyen_neg_T03000001061_Group_9,14233.0,15396.0,20057.0,17312.0,ARP.Control.Nguyen_neg_T03000001061
ARP.Control.Nguyen_neg_T03000001872_Group_1,13006.0,13703.0,15578.0,13469.0,ARP.Control.Nguyen_neg_T03000001872
ARP.Control.Nguyen_neg_T03000001872_Group_10,23860.0,26786.0,29475.0,25090.0,ARP.Control.Nguyen_neg_T03000001872
ARP.Control.Nguyen_neg_T03000001872_Group_2,8783.0,9435.0,11074.0,9380.0,ARP.Control.Nguyen_neg_T03000001872
ARP.Control.Nguyen_neg_T03000001872_Group_3,10574.0,10928.0,12925.0,11042.0,ARP.Control.Nguyen_neg_T03000001872
ARP.Control.Nguyen_neg_T03000001872_Group_4,14548.0,15952.0,17874.0,15396.0,ARP.Control.Nguyen_neg_T03000001872
ARP.Control.Nguyen_neg_T03000001872_Group_5,16019.0,17919.0,19004.0,17250.0,ARP.Control.Nguyen_neg_T03000001872
ARP.Control.Nguyen_neg_T03000001872_Group_6,12224.0,13008.0,15011.0,13221.0,ARP.Control.Nguyen_neg_T03000001872
ARP.Control.Nguyen_neg_T03000001872_Group_7,12597.0,13648.0,14974.0,13675.0,ARP.Control.Nguyen_neg_T03000001872
ARP.Control.Nguyen_neg_T03000001872_Group_8,10633.0,11422.0,12753.0,11159.0,ARP.Control.Nguyen_neg_T03000001872
ARP.Control.Nguyen_neg_T03000001872_Group_9,14184.0,14885.0,16633.0,14840.0,ARP.Control.Nguyen_neg_T03000001872
ARP.Control.Nguyen_neg_T03000002350_Group_1,13507.0,14354.0,18395.0,14561.0,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_10,23817.0,26432.0,29683.0,26136.0,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_2,10210.0,10787.0,12334.0,10826.0,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_3,11834.0,12044.0,13982.0,12294.0,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_4,10819.0,11743.0,13696.0,11846.0,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_5,9322.0,9601.0,11064.0,10080.0,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_6,9453.0,10716.0,12317.0,10817.0,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_7,12309.0,13510.0,15350.0,13370.0,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_8,13125.0,13561.0,15258.0,13503.0,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000002350_Group_9,15719.0,15709.0,17731.0,15842.0,ARP.Control.Nguyen_neg_T03000002350
ARP.Control.Nguyen_neg_T03000006478_Group_1,18757.0,21348.0,20461.0,18914.0,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_10,24904.0,26357.0,26066.0,24125.0,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_2,24073.0,18508.0,19194.0,17152.0,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_3,16838.0,17976.0,17474.0,16493.0,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_4,20798.0,22889.0,22497.0,20477.0,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_5,19294.0,21514.0,21575.0,19290.0,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_6,22247.0,23548.0,24480.0,22065.0,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_7,20160.0,21661.0,21514.0,19643.0,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_8,21028.0,22296.0,23212.0,21140.0,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000006478_Group_9,17778.0,19276.0,19814.0,17671.0,ARP.Control.Nguyen_neg_T03000006478
ARP.Control.Nguyen_neg_T03000008079_Group_1,4563.0,4624.0,5796.0,5237.0,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_10,4988.0,5495.0,6429.0,5524.0,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_2,8000.0,7468.0,10422.0,8336.0,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_3,3887.0,4403.0,5441.0,4605.0,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_4,5394.0,5241.0,6631.0,6135.0,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_5,7899.0,8946.0,10403.0,9045.0,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_6,6453.0,6337.0,8208.0,7351.0,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_7,8766.0,9096.0,10997.0,9819.0,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_8,4543.0,4492.0,5540.0,4898.0,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000008079_Group_9,8147.0,7859.0,10337.0,9152.0,ARP.Control.Nguyen_neg_T03000008079
ARP.Control.Nguyen_neg_T03000009050_Group_1,24762.0,27699.0,27593.0,24399.0,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_10,25014.0,27220.0,27768.0,25017.0,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_2,15767.0,17647.0,17574.0,14885.0,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_3,17136.0,18999.0,18958.0,16976.0,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_4,19327.0,21358.0,23077.0,18985.0,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_5,20458.0,21452.0,22323.0,19308.0,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_6,18743.0,21039.0,23737.0,18777.0,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_7,15803.0,18456.0,17762.0,16030.0,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_8,18544.0,19746.0,20041.0,17903.0,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009050_Group_9,16693.0,18891.0,19309.0,17040.0,ARP.Control.Nguyen_neg_T03000009050
ARP.Control.Nguyen_neg_T03000009840_Group_1,2081.0,2297.0,2367.0,2070.0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_10,3055.0,3620.0,3880.0,3387.0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_2,937.0,1031.0,1119.0,942.0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_3,750.0,814.0,834.0,732.0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_4,656.0,731.0,724.0,755.0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_5,756.0,761.0,820.0,758.0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_6,349.0,448.0,412.0,347.0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_7,2369.0,2633.0,2945.0,2624.0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_8,1022.0,1253.0,1313.0,1131.0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009840_Group_9,1273.0,1351.0,1573.0,1161.0,ARP.Control.Nguyen_neg_T03000009840
ARP.Control.Nguyen_neg_T03000009843_Group_1,6401.0,7649.0,6714.0,6038.0,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_10,9261.0,10831.0,9689.0,8948.0,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_2,3857.0,4238.0,3979.0,3603.0,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_3,4293.0,4450.0,4053.0,3879.0,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_4,5570.0,5934.0,5695.0,5259.0,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_5,5516.0,6350.0,5810.0,5444.0,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_6,5714.0,6380.0,5862.0,5438.0,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_7,5949.0,6825.0,6288.0,5476.0,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_8,5406.0,6137.0,5570.0,5017.0,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000009843_Group_9,6231.0,7040.0,6762.0,6168.0,ARP.Control.Nguyen_neg_T03000009843
ARP.Control.Nguyen_neg_T03000010893_Group_1,9646.0,9859.0,11114.0,9928.0,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_10,20752.0,22681.0,23965.0,21136.0,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_2,8237.0,9170.0,9317.0,8419.0,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_3,11262.0,12369.0,12762.0,11501.0,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_4,11318.0,12237.0,13745.0,11983.0,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_5,11254.0,12123.0,12653.0,11229.0,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_6,12922.0,14140.0,14129.0,13016.0,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_7,16944.0,18397.0,19742.0,16730.0,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_8,13703.0,14695.0,15776.0,13870.0,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.Nguyen_neg_T03000010893_Group_9,13281.0,15224.0,15902.0,14660.0,ARP.Control.Nguyen_neg_T03000010893
ARP.Control.hg38_chr1:168848149-168848269_Group_1,9502.0,11108.0,9101.0,8272.0,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_10,13299.0,15745.0,13147.0,12352.0,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_2,8995.0,10820.0,9227.0,8456.0,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_3,7308.0,8462.0,7307.0,7312.0,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_4,7966.0,9469.0,7795.0,7284.0,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_5,8289.0,9187.0,7902.0,7496.0,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_6,10071.0,11580.0,9607.0,8968.0,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_7,7566.0,8948.0,7798.0,7097.0,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_8,9748.0,11544.0,9687.0,9147.0,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.hg38_chr1:168848149-168848269_Group_9,7785.0,10301.0,7902.0,7065.0,ARP.Control.hg38_chr1:168848149-168848269
ARP.Control.mm10_chr5:52618636-52618756_Group_1,10398.0,11528.0,11978.0,10590.0,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_10,11126.0,19628.0,13793.0,12045.0,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_2,7035.0,7962.0,8676.0,7290.0,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_3,7517.0,8628.0,9378.0,8546.0,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_4,7256.0,7947.0,8900.0,7812.0,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_5,7242.0,8011.0,8788.0,7838.0,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_6,9260.0,10166.0,11025.0,9968.0,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_7,8625.0,10266.0,10510.0,9221.0,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_8,8695.0,9758.0,10745.0,9368.0,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10_chr5:52618636-52618756_Group_9,8647.0,9288.0,10573.0,9240.0,ARP.Control.mm10_chr5:52618636-52618756
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_1,23584.0,25765.0,28286.0,25943.0,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_10,23832.0,25506.0,28370.0,25491.0,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_2,17058.0,18658.0,20314.0,18003.0,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_3,14374.0,16385.0,17858.0,16550.0,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_4,15548.0,16552.0,17877.0,16029.0,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_5,17143.0,18645.0,19821.0,18367.0,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_6,17068.0,18443.0,20802.0,18467.0,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_7,19324.0,20033.0,23173.0,20808.0,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_8,15221.0,16336.0,18505.0,16696.0,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245_Group_9,16581.0,17649.0,19201.0,17238.0,ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245
ARP.Control.rheMac8_chr2:197426041-197426161_Group_1,6260.0,37519.0,5784.0,5385.0,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_10,7225.0,8953.0,7285.0,6649.0,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_2,4146.0,4983.0,3846.0,3669.0,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_3,4237.0,5083.0,4035.0,3846.0,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_4,5284.0,6850.0,5219.0,4936.0,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_5,3350.0,4239.0,3407.0,3037.0,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_6,4952.0,6080.0,5046.0,4620.0,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_7,4456.0,5661.0,4552.0,4094.0,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_8,6998.0,8271.0,6824.0,6293.0,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rheMac8_chr2:197426041-197426161_Group_9,4372.0,5268.0,4122.0,4116.0,ARP.Control.rheMac8_chr2:197426041-197426161
ARP.Control.rs115898899_Group_1,16441.0,18471.0,19079.0,16956.0,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_10,18027.0,21007.0,20200.0,18528.0,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_2,17248.0,14519.0,14662.0,13237.0,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_3,15351.0,17509.0,17370.0,15224.0,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_4,15736.0,17054.0,16438.0,15304.0,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_5,11705.0,13430.0,12627.0,11400.0,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_6,14090.0,15965.0,16204.0,13893.0,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_7,15855.0,17331.0,16662.0,14846.0,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_8,17068.0,19840.0,19233.0,17620.0,ARP.Control.rs115898899
ARP.Control.rs115898899_Group_9,20898.0,23002.0,22076.0,20692.0,ARP.Control.rs115898899
ARP.Control.taeGut2_chr13:8529831-8529951_Group_1,827.0,933.0,948.0,929.0,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_10,945.0,1052.0,984.0,792.0,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_2,498.0,630.0,515.0,540.0,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_3,544.0,741.0,642.0,562.0,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_4,552.0,662.0,567.0,527.0,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_5,791.0,954.0,808.0,773.0,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_6,631.0,595.0,618.0,577.0,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_7,864.0,953.0,903.0,786.0,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_8,646.0,670.0,695.0,592.0,ARP.Control.taeGut2_chr13:8529831-8529951
ARP.Control.taeGut2_chr13:8529831-8529951_Group_9,1010.0,1300.0,1005.0,916.0,ARP.Control.taeGut2_chr13:8529831-8529951
