,Tissue,Delivery,Date,Animal,Test,Function,Parent,IFNB,IFNG,LPSIFNG,Naive_Macrophage,THP1_Monocytes,Barcode_number,Barcode_Allele,Allele_String,Test_Allele,Animal_Allele,Tissue_Allele,Sex,Striatum,Hippocampus,Cortex,RT_reaction,Allele,Striatum_interaction,Hippocampus_interaction,Cortex_interaction,Parent_Allele,Brain_interaction
ZC107-MPRA3-AP1121-26-Cortex_ALT_Barcode_4,Cortex,AAV-PHP-EB,,AP1121,ZC107R-MPRA3-AP1121-26-Cortex,Brain,Brain,,,,,,4,4_ALT,ALT,ZC107R-MPRA3-AP1121-26-Cortex_ALT,AP1121_ALT,Cortex_ALT,F,0.0,0.0,1.0,AP1121Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC107-MPRA3-AP1121-26-Cortex_ALT_Barcode_5,Cortex,AAV-PHP-EB,,AP1121,ZC107R-MPRA3-AP1121-26-Cortex,Brain,Brain,,,,,,5,5_ALT,ALT,ZC107R-MPRA3-AP1121-26-Cortex_ALT,AP1121_ALT,Cortex_ALT,F,0.0,0.0,1.0,AP1121Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC108-MPRA3-AP1121-26-Striatum_ALT_Barcode_1,Striatum,AAV-PHP-EB,,AP1121,ZC108R-MPRA3-AP1121-26-Striatum,Brain,Brain,,,,,,1,1_ALT,ALT,ZC108R-MPRA3-AP1121-26-Striatum_ALT,AP1121_ALT,Striatum_ALT,F,1.0,0.0,0.0,AP1121Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC108-MPRA3-AP1121-26-Striatum_ALT_Barcode_2,Striatum,AAV-PHP-EB,,AP1121,ZC108R-MPRA3-AP1121-26-Striatum,Brain,Brain,,,,,,2,2_ALT,ALT,ZC108R-MPRA3-AP1121-26-Striatum_ALT,AP1121_ALT,Striatum_ALT,F,1.0,0.0,0.0,AP1121Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC108-MPRA3-AP1121-26-Striatum_ALT_Barcode_3,Striatum,AAV-PHP-EB,,AP1121,ZC108R-MPRA3-AP1121-26-Striatum,Brain,Brain,,,,,,3,3_ALT,ALT,ZC108R-MPRA3-AP1121-26-Striatum_ALT,AP1121_ALT,Striatum_ALT,F,1.0,0.0,0.0,AP1121Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC108-MPRA3-AP1121-26-Striatum_ALT_Barcode_4,Striatum,AAV-PHP-EB,,AP1121,ZC108R-MPRA3-AP1121-26-Striatum,Brain,Brain,,,,,,4,4_ALT,ALT,ZC108R-MPRA3-AP1121-26-Striatum_ALT,AP1121_ALT,Striatum_ALT,F,1.0,0.0,0.0,AP1121Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC108-MPRA3-AP1121-26-Striatum_ALT_Barcode_5,Striatum,AAV-PHP-EB,,AP1121,ZC108R-MPRA3-AP1121-26-Striatum,Brain,Brain,,,,,,5,5_ALT,ALT,ZC108R-MPRA3-AP1121-26-Striatum_ALT,AP1121_ALT,Striatum_ALT,F,1.0,0.0,0.0,AP1121Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC109-MPRA3-AP1121-26-Hippocampus_ALT_Barcode_1,Hippocampus,AAV-PHP-EB,,AP1121,ZC109R-MPRA3-AP1121-26-Hippocampus,Brain,Brain,,,,,,1,1_ALT,ALT,ZC109R-MPRA3-AP1121-26-Hippocampus_ALT,AP1121_ALT,Hippocampus_ALT,F,0.0,1.0,0.0,AP1121Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC109-MPRA3-AP1121-26-Hippocampus_ALT_Barcode_2,Hippocampus,AAV-PHP-EB,,AP1121,ZC109R-MPRA3-AP1121-26-Hippocampus,Brain,Brain,,,,,,2,2_ALT,ALT,ZC109R-MPRA3-AP1121-26-Hippocampus_ALT,AP1121_ALT,Hippocampus_ALT,F,0.0,1.0,0.0,AP1121Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC109-MPRA3-AP1121-26-Hippocampus_ALT_Barcode_3,Hippocampus,AAV-PHP-EB,,AP1121,ZC109R-MPRA3-AP1121-26-Hippocampus,Brain,Brain,,,,,,3,3_ALT,ALT,ZC109R-MPRA3-AP1121-26-Hippocampus_ALT,AP1121_ALT,Hippocampus_ALT,F,0.0,1.0,0.0,AP1121Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC109-MPRA3-AP1121-26-Hippocampus_ALT_Barcode_4,Hippocampus,AAV-PHP-EB,,AP1121,ZC109R-MPRA3-AP1121-26-Hippocampus,Brain,Brain,,,,,,4,4_ALT,ALT,ZC109R-MPRA3-AP1121-26-Hippocampus_ALT,AP1121_ALT,Hippocampus_ALT,F,0.0,1.0,0.0,AP1121Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC109-MPRA3-AP1121-26-Hippocampus_ALT_Barcode_5,Hippocampus,AAV-PHP-EB,,AP1121,ZC109R-MPRA3-AP1121-26-Hippocampus,Brain,Brain,,,,,,5,5_ALT,ALT,ZC109R-MPRA3-AP1121-26-Hippocampus_ALT,AP1121_ALT,Hippocampus_ALT,F,0.0,1.0,0.0,AP1121Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC95-MPRA3-AP1133-26-Cortex_ALT_Barcode_1,Cortex,AAV-PHP-EB,,AP1133,ZC95R-MPRA3-AP1133-26-Cortex,Brain,Brain,,,,,,1,1_ALT,ALT,ZC95R-MPRA3-AP1133-26-Cortex_ALT,AP1133_ALT,Cortex_ALT,M,0.0,0.0,1.0,AP1133Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC95-MPRA3-AP1133-26-Cortex_ALT_Barcode_2,Cortex,AAV-PHP-EB,,AP1133,ZC95R-MPRA3-AP1133-26-Cortex,Brain,Brain,,,,,,2,2_ALT,ALT,ZC95R-MPRA3-AP1133-26-Cortex_ALT,AP1133_ALT,Cortex_ALT,M,0.0,0.0,1.0,AP1133Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC95-MPRA3-AP1133-26-Cortex_ALT_Barcode_3,Cortex,AAV-PHP-EB,,AP1133,ZC95R-MPRA3-AP1133-26-Cortex,Brain,Brain,,,,,,3,3_ALT,ALT,ZC95R-MPRA3-AP1133-26-Cortex_ALT,AP1133_ALT,Cortex_ALT,M,0.0,0.0,1.0,AP1133Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC95-MPRA3-AP1133-26-Cortex_ALT_Barcode_4,Cortex,AAV-PHP-EB,,AP1133,ZC95R-MPRA3-AP1133-26-Cortex,Brain,Brain,,,,,,4,4_ALT,ALT,ZC95R-MPRA3-AP1133-26-Cortex_ALT,AP1133_ALT,Cortex_ALT,M,0.0,0.0,1.0,AP1133Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC95-MPRA3-AP1133-26-Cortex_ALT_Barcode_5,Cortex,AAV-PHP-EB,,AP1133,ZC95R-MPRA3-AP1133-26-Cortex,Brain,Brain,,,,,,5,5_ALT,ALT,ZC95R-MPRA3-AP1133-26-Cortex_ALT,AP1133_ALT,Cortex_ALT,M,0.0,0.0,1.0,AP1133Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC96-MPRA3-AP1133-26-Striatum_ALT_Barcode_1,Striatum,AAV-PHP-EB,,AP1133,ZC96R-MPRA3-AP1133-26-Striatum,Brain,Brain,,,,,,1,1_ALT,ALT,ZC96R-MPRA3-AP1133-26-Striatum_ALT,AP1133_ALT,Striatum_ALT,M,1.0,0.0,0.0,AP1133Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC96-MPRA3-AP1133-26-Striatum_ALT_Barcode_2,Striatum,AAV-PHP-EB,,AP1133,ZC96R-MPRA3-AP1133-26-Striatum,Brain,Brain,,,,,,2,2_ALT,ALT,ZC96R-MPRA3-AP1133-26-Striatum_ALT,AP1133_ALT,Striatum_ALT,M,1.0,0.0,0.0,AP1133Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC96-MPRA3-AP1133-26-Striatum_ALT_Barcode_3,Striatum,AAV-PHP-EB,,AP1133,ZC96R-MPRA3-AP1133-26-Striatum,Brain,Brain,,,,,,3,3_ALT,ALT,ZC96R-MPRA3-AP1133-26-Striatum_ALT,AP1133_ALT,Striatum_ALT,M,1.0,0.0,0.0,AP1133Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC96-MPRA3-AP1133-26-Striatum_ALT_Barcode_4,Striatum,AAV-PHP-EB,,AP1133,ZC96R-MPRA3-AP1133-26-Striatum,Brain,Brain,,,,,,4,4_ALT,ALT,ZC96R-MPRA3-AP1133-26-Striatum_ALT,AP1133_ALT,Striatum_ALT,M,1.0,0.0,0.0,AP1133Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC96-MPRA3-AP1133-26-Striatum_ALT_Barcode_5,Striatum,AAV-PHP-EB,,AP1133,ZC96R-MPRA3-AP1133-26-Striatum,Brain,Brain,,,,,,5,5_ALT,ALT,ZC96R-MPRA3-AP1133-26-Striatum_ALT,AP1133_ALT,Striatum_ALT,M,1.0,0.0,0.0,AP1133Striatum,1.0,1.0,0.0,0.0,Brain_ALT,1
ZC97-MPRA3-AP1133-26-Hippocampus_ALT_Barcode_1,Hippocampus,AAV-PHP-EB,,AP1133,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,,,,,,1,1_ALT,ALT,ZC97R-MPRA3-AP1133-26-Hippocampus_ALT,AP1133_ALT,Hippocampus_ALT,M,0.0,1.0,0.0,AP1133Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC97-MPRA3-AP1133-26-Hippocampus_ALT_Barcode_2,Hippocampus,AAV-PHP-EB,,AP1133,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,,,,,,2,2_ALT,ALT,ZC97R-MPRA3-AP1133-26-Hippocampus_ALT,AP1133_ALT,Hippocampus_ALT,M,0.0,1.0,0.0,AP1133Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC97-MPRA3-AP1133-26-Hippocampus_ALT_Barcode_3,Hippocampus,AAV-PHP-EB,,AP1133,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,,,,,,3,3_ALT,ALT,ZC97R-MPRA3-AP1133-26-Hippocampus_ALT,AP1133_ALT,Hippocampus_ALT,M,0.0,1.0,0.0,AP1133Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC97-MPRA3-AP1133-26-Hippocampus_ALT_Barcode_4,Hippocampus,AAV-PHP-EB,,AP1133,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,,,,,,4,4_ALT,ALT,ZC97R-MPRA3-AP1133-26-Hippocampus_ALT,AP1133_ALT,Hippocampus_ALT,M,0.0,1.0,0.0,AP1133Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC97-MPRA3-AP1133-26-Hippocampus_ALT_Barcode_5,Hippocampus,AAV-PHP-EB,,AP1133,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,,,,,,5,5_ALT,ALT,ZC97R-MPRA3-AP1133-26-Hippocampus_ALT,AP1133_ALT,Hippocampus_ALT,M,0.0,1.0,0.0,AP1133Hippocampus,1.0,0.0,1.0,0.0,Brain_ALT,1
ZC99-MPRA3-AP1134-26-Cortex_ALT_Barcode_1,Cortex,AAV-PHP-EB,,AP1134,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,,,,,,1,1_ALT,ALT,ZC99R-MPRA3-AP1134-26-Cortex_ALT,AP1134_ALT,Cortex_ALT,M,0.0,0.0,1.0,AP1134Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC99-MPRA3-AP1134-26-Cortex_ALT_Barcode_2,Cortex,AAV-PHP-EB,,AP1134,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,,,,,,2,2_ALT,ALT,ZC99R-MPRA3-AP1134-26-Cortex_ALT,AP1134_ALT,Cortex_ALT,M,0.0,0.0,1.0,AP1134Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC99-MPRA3-AP1134-26-Cortex_ALT_Barcode_3,Cortex,AAV-PHP-EB,,AP1134,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,,,,,,3,3_ALT,ALT,ZC99R-MPRA3-AP1134-26-Cortex_ALT,AP1134_ALT,Cortex_ALT,M,0.0,0.0,1.0,AP1134Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC99-MPRA3-AP1134-26-Cortex_ALT_Barcode_4,Cortex,AAV-PHP-EB,,AP1134,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,,,,,,4,4_ALT,ALT,ZC99R-MPRA3-AP1134-26-Cortex_ALT,AP1134_ALT,Cortex_ALT,M,0.0,0.0,1.0,AP1134Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
ZC99-MPRA3-AP1134-26-Cortex_ALT_Barcode_5,Cortex,AAV-PHP-EB,,AP1134,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,,,,,,5,5_ALT,ALT,ZC99R-MPRA3-AP1134-26-Cortex_ALT,AP1134_ALT,Cortex_ALT,M,0.0,0.0,1.0,AP1134Cortex,1.0,0.0,0.0,1.0,Brain_ALT,1
